AccumulatedDischargerPower,AccumulatedLoadPower,AccumulatedSelfusePower,AccumulatedPvPower,Hora,Dia,Mes,Anio
138.9KWH (+ 0.0 KWH) ,234.7KWH (+ 0.1 KWH) ,138.9KWH (+ 0.0 KWH) ,137.7KWH (+ 0.0 KWH) ,07:07:58 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,234.7KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.7KWH (+ 0.0 KWH) ,07:12:58 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,234.7KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.1 KWH) ,07:17:58 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,234.7KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,07:22:58 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,234.8KWH (+ 0.1 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,07:27:59 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,234.9KWH (+ 0.1 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,07:32:59 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,234.9KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,07:37:59 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,234.9KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,07:42:59 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235KWH (+ 0.1 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,07:48:00 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,07:57:10 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,08:02:10 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,08:07:10 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.1KWH (+ 0.1 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,08:12:10 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.1KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,08:17:10 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.1KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.8KWH (+ 0.0 KWH) ,08:22:10 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.1KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.9KWH (+ 0.1 KWH) ,08:27:10 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.1KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.9KWH (+ 0.0 KWH) ,08:32:11 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.2KWH (+ 0.1 KWH) ,138.9KWH (+ 0.0 KWH) ,137.9KWH (+ 0.0 KWH) ,08:37:11 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.2KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.9KWH (+ 0.0 KWH) ,08:42:11 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.2KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,137.9KWH (+ 0.0 KWH) ,08:47:11 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.3KWH (+ 0.1 KWH) ,138.9KWH (+ 0.0 KWH) ,137.9KWH (+ 0.0 KWH) ,08:52:11 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.3KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,138KWH (+ 0.1 KWH) ,08:57:11 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.3KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,138KWH (+ 0.0 KWH) ,09:02:12 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.4KWH (+ 0.1 KWH) ,138.9KWH (+ 0.0 KWH) ,138KWH (+ 0.0 KWH) ,09:07:12 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.4KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,138KWH (+ 0.0 KWH) ,09:12:12 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.4KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,138.1KWH (+ 0.1 KWH) ,09:17:12 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.4KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,138.1KWH (+ 0.0 KWH) ,09:22:12 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.4KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,138.1KWH (+ 0.0 KWH) ,09:27:12 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.4KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,138.2KWH (+ 0.1 KWH) ,09:32:13 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.5KWH (+ 0.1 KWH) ,138.9KWH (+ 0.0 KWH) ,138.2KWH (+ 0.0 KWH) ,09:37:13 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.5KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,138.2KWH (+ 0.0 KWH) ,09:42:13 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.5KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,138.3KWH (+ 0.1 KWH) ,09:47:13 a.m,06,marzo,2020
138.9KWH (+ 0.0 KWH) ,235.5KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,138.3KWH (+ 0.0 KWH) ,09:52:13 a.m,06,marzo,2020
139KWH (+ 0.1 KWH) ,235.5KWH (+ 0.0 KWH) ,139KWH (+ 0.1 KWH) ,138.3KWH (+ 0.0 KWH) ,09:57:13 a.m,06,marzo,2020
139KWH (+ 0.0 KWH) ,235.5KWH (+ 0.0 KWH) ,139KWH (+ 0.0 KWH) ,138.3KWH (+ 0.0 KWH) ,10:02:13 a.m,06,marzo,2020
139KWH (+ 0.0 KWH) ,235.5KWH (+ 0.0 KWH) ,139KWH (+ 0.0 KWH) ,138.4KWH (+ 0.1 KWH) ,10:07:14 a.m,06,marzo,2020
139KWH (+ 0.0 KWH) ,235.6KWH (+ 0.1 KWH) ,139KWH (+ 0.0 KWH) ,138.4KWH (+ 0.0 KWH) ,10:12:14 a.m,06,marzo,2020
139KWH (+ 0.0 KWH) ,235.6KWH (+ 0.0 KWH) ,139KWH (+ 0.0 KWH) ,138.4KWH (+ 0.0 KWH) ,10:17:14 a.m,06,marzo,2020
139.1KWH (+ 0.1 KWH) ,235.6KWH (+ 0.0 KWH) ,139.1KWH (+ 0.1 KWH) ,138.4KWH (+ 0.0 KWH) ,10:22:14 a.m,06,marzo,2020
139.1KWH (+ 0.0 KWH) ,235.6KWH (+ 0.0 KWH) ,139.1KWH (+ 0.0 KWH) ,138.5KWH (+ 0.1 KWH) ,10:27:14 a.m,06,marzo,2020
139.1KWH (+ 0.0 KWH) ,235.6KWH (+ 0.0 KWH) ,139.1KWH (+ 0.0 KWH) ,138.5KWH (+ 0.0 KWH) ,10:32:14 a.m,06,marzo,2020
139.1KWH (+ 0.0 KWH) ,235.7KWH (+ 0.1 KWH) ,139.1KWH (+ 0.0 KWH) ,138.5KWH (+ 0.0 KWH) ,10:37:15 a.m,06,marzo,2020
139.1KWH (+ 0.0 KWH) ,235.7KWH (+ 0.0 KWH) ,139.1KWH (+ 0.0 KWH) ,138.6KWH (+ 0.1 KWH) ,10:42:15 a.m,06,marzo,2020
139.1KWH (+ 0.0 KWH) ,235.7KWH (+ 0.0 KWH) ,139.1KWH (+ 0.0 KWH) ,138.6KWH (+ 0.0 KWH) ,10:47:15 a.m,06,marzo,2020
139.1KWH (+ 0.0 KWH) ,235.7KWH (+ 0.0 KWH) ,139.1KWH (+ 0.0 KWH) ,138.6KWH (+ 0.0 KWH) ,10:52:15 a.m,06,marzo,2020
139.2KWH (+ 0.1 KWH) ,235.7KWH (+ 0.0 KWH) ,139.2KWH (+ 0.1 KWH) ,138.6KWH (+ 0.0 KWH) ,10:57:15 a.m,06,marzo,2020
139.2KWH (+ 0.0 KWH) ,235.7KWH (+ 0.0 KWH) ,139.2KWH (+ 0.0 KWH) ,138.7KWH (+ 0.1 KWH) ,11:02:15 a.m,06,marzo,2020
139.2KWH (+ 0.0 KWH) ,235.7KWH (+ 0.0 KWH) ,139.2KWH (+ 0.0 KWH) ,138.7KWH (+ 0.0 KWH) ,11:07:15 a.m,06,marzo,2020
139.2KWH (+ 0.0 KWH) ,235.7KWH (+ 0.0 KWH) ,139.2KWH (+ 0.0 KWH) ,138.7KWH (+ 0.0 KWH) ,11:12:16 a.m,06,marzo,2020
139.2KWH (+ 0.0 KWH) ,235.7KWH (+ 0.0 KWH) ,139.2KWH (+ 0.0 KWH) ,138.8KWH (+ 0.1 KWH) ,11:17:16 a.m,06,marzo,2020
139.2KWH (+ 0.0 KWH) ,235.8KWH (+ 0.1 KWH) ,139.2KWH (+ 0.0 KWH) ,138.8KWH (+ 0.0 KWH) ,11:22:16 a.m,06,marzo,2020
139.2KWH (+ 0.0 KWH) ,235.8KWH (+ 0.0 KWH) ,139.2KWH (+ 0.0 KWH) ,138.8KWH (+ 0.0 KWH) ,11:27:16 a.m,06,marzo,2020
139.3KWH (+ 0.1 KWH) ,235.8KWH (+ 0.0 KWH) ,139.3KWH (+ 0.1 KWH) ,138.9KWH (+ 0.1 KWH) ,11:32:16 a.m,06,marzo,2020
139.3KWH (+ 0.0 KWH) ,235.8KWH (+ 0.0 KWH) ,139.3KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,11:37:17 a.m,06,marzo,2020
139.3KWH (+ 0.0 KWH) ,235.9KWH (+ 0.1 KWH) ,139.3KWH (+ 0.0 KWH) ,138.9KWH (+ 0.0 KWH) ,11:42:17 a.m,06,marzo,2020
139.3KWH (+ 0.0 KWH) ,235.9KWH (+ 0.0 KWH) ,139.3KWH (+ 0.0 KWH) ,139KWH (+ 0.1 KWH) ,11:47:17 a.m,06,marzo,2020
139.4KWH (+ 0.1 KWH) ,235.9KWH (+ 0.0 KWH) ,139.4KWH (+ 0.1 KWH) ,139KWH (+ 0.0 KWH) ,11:52:17 a.m,06,marzo,2020
139.4KWH (+ 0.0 KWH) ,235.9KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,139KWH (+ 0.0 KWH) ,11:57:17 a.m,06,marzo,2020
139.4KWH (+ 0.0 KWH) ,235.9KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,139KWH (+ 0.0 KWH) ,12:02:17 p.m,06,marzo,2020
139.4KWH (+ 0.0 KWH) ,235.9KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,139KWH (+ 0.0 KWH) ,12:07:17 p.m,06,marzo,2020
139.4KWH (+ 0.0 KWH) ,235.9KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,139.1KWH (+ 0.1 KWH) ,12:12:18 p.m,06,marzo,2020
139.4KWH (+ 0.0 KWH) ,236KWH (+ 0.1 KWH) ,139.4KWH (+ 0.0 KWH) ,139.1KWH (+ 0.0 KWH) ,12:17:18 p.m,06,marzo,2020
139.4KWH (+ 0.0 KWH) ,236KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,139.1KWH (+ 0.0 KWH) ,12:22:18 p.m,06,marzo,2020
139.4KWH (+ 0.0 KWH) ,236KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,139.1KWH (+ 0.0 KWH) ,12:27:18 p.m,06,marzo,2020
139.4KWH (+ 0.0 KWH) ,236KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,139.2KWH (+ 0.1 KWH) ,12:32:18 p.m,06,marzo,2020
139.5KWH (+ 0.1 KWH) ,236KWH (+ 0.0 KWH) ,139.5KWH (+ 0.1 KWH) ,139.2KWH (+ 0.0 KWH) ,12:37:18 p.m,06,marzo,2020
139.5KWH (+ 0.0 KWH) ,236KWH (+ 0.0 KWH) ,139.5KWH (+ 0.0 KWH) ,139.2KWH (+ 0.0 KWH) ,12:42:18 p.m,06,marzo,2020
139.5KWH (+ 0.0 KWH) ,236KWH (+ 0.0 KWH) ,139.5KWH (+ 0.0 KWH) ,139.2KWH (+ 0.0 KWH) ,12:47:19 p.m,06,marzo,2020
139.5KWH (+ 0.0 KWH) ,236.1KWH (+ 0.1 KWH) ,139.5KWH (+ 0.0 KWH) ,139.3KWH (+ 0.1 KWH) ,12:52:19 p.m,06,marzo,2020
139.5KWH (+ 0.0 KWH) ,236.1KWH (+ 0.0 KWH) ,139.5KWH (+ 0.0 KWH) ,139.3KWH (+ 0.0 KWH) ,12:57:19 p.m,06,marzo,2020
139.6KWH (+ 0.1 KWH) ,236.1KWH (+ 0.0 KWH) ,139.6KWH (+ 0.1 KWH) ,139.3KWH (+ 0.0 KWH) ,01:02:19 p.m,06,marzo,2020
139.6KWH (+ 0.0 KWH) ,236.1KWH (+ 0.0 KWH) ,139.6KWH (+ 0.0 KWH) ,139.3KWH (+ 0.0 KWH) ,01:07:20 p.m,06,marzo,2020
139.6KWH (+ 0.0 KWH) ,236.1KWH (+ 0.0 KWH) ,139.6KWH (+ 0.0 KWH) ,139.4KWH (+ 0.1 KWH) ,01:12:20 p.m,06,marzo,2020
139.6KWH (+ 0.0 KWH) ,236.1KWH (+ 0.0 KWH) ,139.6KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,01:17:20 p.m,06,marzo,2020
139.6KWH (+ 0.0 KWH) ,236.2KWH (+ 0.1 KWH) ,139.6KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,01:22:20 p.m,06,marzo,2020
139.6KWH (+ 0.0 KWH) ,236.2KWH (+ 0.0 KWH) ,139.6KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,01:27:21 p.m,06,marzo,2020
139.6KWH (+ 0.0 KWH) ,236.2KWH (+ 0.0 KWH) ,139.6KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,01:32:21 p.m,06,marzo,2020
139.6KWH (+ 0.0 KWH) ,236.2KWH (+ 0.0 KWH) ,139.6KWH (+ 0.0 KWH) ,139.4KWH (+ 0.0 KWH) ,01:37:21 p.m,06,marzo,2020
139.6KWH (+ 0.0 KWH) ,236.2KWH (+ 0.0 KWH) ,139.6KWH (+ 0.0 KWH) ,139.5KWH (+ 0.1 KWH) ,01:42:22 p.m,06,marzo,2020
139.6KWH (+ 0.0 KWH) ,236.2KWH (+ 0.0 KWH) ,139.6KWH (+ 0.0 KWH) ,139.5KWH (+ 0.0 KWH) ,01:47:22 p.m,06,marzo,2020
139.7KWH (+ 0.1 KWH) ,236.2KWH (+ 0.0 KWH) ,139.7KWH (+ 0.1 KWH) ,139.5KWH (+ 0.0 KWH) ,01:52:23 p.m,06,marzo,2020
139.7KWH (+ 0.0 KWH) ,236.2KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,139.5KWH (+ 0.0 KWH) ,01:57:23 p.m,06,marzo,2020
139.7KWH (+ 0.0 KWH) ,236.2KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,139.5KWH (+ 0.0 KWH) ,02:02:24 p.m,06,marzo,2020
139.7KWH (+ 0.0 KWH) ,236.2KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,139.5KWH (+ 0.0 KWH) ,02:07:24 p.m,06,marzo,2020
139.7KWH (+ 0.0 KWH) ,236.2KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,139.5KWH (+ 0.0 KWH) ,02:12:24 p.m,06,marzo,2020
139.7KWH (+ 0.0 KWH) ,236.3KWH (+ 0.1 KWH) ,139.7KWH (+ 0.0 KWH) ,139.6KWH (+ 0.1 KWH) ,02:17:24 p.m,06,marzo,2020
139.7KWH (+ 0.0 KWH) ,236.3KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,139.6KWH (+ 0.0 KWH) ,02:22:25 p.m,06,marzo,2020
139.7KWH (+ 0.0 KWH) ,236.3KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,139.6KWH (+ 0.0 KWH) ,02:27:25 p.m,06,marzo,2020
139.8KWH (+ 0.1 KWH) ,236.3KWH (+ 0.0 KWH) ,139.8KWH (+ 0.1 KWH) ,139.6KWH (+ 0.0 KWH) ,02:32:25 p.m,06,marzo,2020
139.8KWH (+ 0.0 KWH) ,236.3KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,139.7KWH (+ 0.1 KWH) ,02:37:26 p.m,06,marzo,2020
139.8KWH (+ 0.0 KWH) ,236.3KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,02:42:26 p.m,06,marzo,2020
139.8KWH (+ 0.0 KWH) ,236.3KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,02:47:26 p.m,06,marzo,2020
139.8KWH (+ 0.0 KWH) ,236.4KWH (+ 0.1 KWH) ,139.8KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,02:52:27 p.m,06,marzo,2020
139.8KWH (+ 0.0 KWH) ,236.4KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,02:57:27 p.m,06,marzo,2020
139.8KWH (+ 0.0 KWH) ,236.4KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,03:02:27 p.m,06,marzo,2020
139.8KWH (+ 0.0 KWH) ,236.4KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,03:07:28 p.m,06,marzo,2020
139.8KWH (+ 0.0 KWH) ,236.4KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,139.7KWH (+ 0.0 KWH) ,03:12:28 p.m,06,marzo,2020
139.8KWH (+ 0.0 KWH) ,236.4KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,139.8KWH (+ 0.1 KWH) ,03:17:28 p.m,06,marzo,2020
139.9KWH (+ 0.1 KWH) ,236.4KWH (+ 0.0 KWH) ,139.9KWH (+ 0.1 KWH) ,139.8KWH (+ 0.0 KWH) ,03:22:29 p.m,06,marzo,2020
139.9KWH (+ 0.0 KWH) ,236.4KWH (+ 0.0 KWH) ,139.9KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,03:27:29 p.m,06,marzo,2020
139.9KWH (+ 0.0 KWH) ,236.4KWH (+ 0.0 KWH) ,139.9KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,03:32:29 p.m,06,marzo,2020
139.9KWH (+ 0.0 KWH) ,236.4KWH (+ 0.0 KWH) ,139.9KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,03:37:29 p.m,06,marzo,2020
139.9KWH (+ 0.0 KWH) ,236.4KWH (+ 0.0 KWH) ,139.9KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,03:42:30 p.m,06,marzo,2020
139.9KWH (+ 0.0 KWH) ,236.5KWH (+ 0.1 KWH) ,139.9KWH (+ 0.0 KWH) ,139.8KWH (+ 0.0 KWH) ,03:47:30 p.m,06,marzo,2020
139.9KWH (+ 0.0 KWH) ,236.5KWH (+ 0.0 KWH) ,139.9KWH (+ 0.0 KWH) ,139.9KWH (+ 0.1 KWH) ,03:52:30 p.m,06,marzo,2020
140KWH (+ 0.1 KWH) ,236.5KWH (+ 0.0 KWH) ,140KWH (+ 0.1 KWH) ,139.9KWH (+ 0.0 KWH) ,03:57:31 p.m,06,marzo,2020
140KWH (+ 0.0 KWH) ,236.5KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,139.9KWH (+ 0.0 KWH) ,04:02:31 p.m,06,marzo,2020
140KWH (+ 0.0 KWH) ,236.5KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,139.9KWH (+ 0.0 KWH) ,04:07:31 p.m,06,marzo,2020
140KWH (+ 0.0 KWH) ,236.5KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,139.9KWH (+ 0.0 KWH) ,04:12:32 p.m,06,marzo,2020
140KWH (+ 0.0 KWH) ,236.5KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,139.9KWH (+ 0.0 KWH) ,04:17:32 p.m,06,marzo,2020
140KWH (+ 0.0 KWH) ,236.6KWH (+ 0.1 KWH) ,140KWH (+ 0.0 KWH) ,140KWH (+ 0.1 KWH) ,04:22:32 p.m,06,marzo,2020
140KWH (+ 0.0 KWH) ,236.6KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,04:27:33 p.m,06,marzo,2020
140KWH (+ 0.0 KWH) ,236.6KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,04:32:33 p.m,06,marzo,2020
140KWH (+ 0.0 KWH) ,236.6KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,04:37:33 p.m,06,marzo,2020
140KWH (+ 0.0 KWH) ,236.6KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,04:42:34 p.m,06,marzo,2020
140KWH (+ 0.0 KWH) ,236.6KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,04:47:34 p.m,06,marzo,2020
140.1KWH (+ 0.1 KWH) ,236.6KWH (+ 0.0 KWH) ,140.1KWH (+ 0.1 KWH) ,140KWH (+ 0.0 KWH) ,04:52:34 p.m,06,marzo,2020
140.1KWH (+ 0.0 KWH) ,236.6KWH (+ 0.0 KWH) ,140.1KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,04:57:35 p.m,06,marzo,2020
140.1KWH (+ 0.0 KWH) ,236.6KWH (+ 0.0 KWH) ,140.1KWH (+ 0.0 KWH) ,140KWH (+ 0.0 KWH) ,05:02:35 p.m,06,marzo,2020
140.1KWH (+ 0.0 KWH) ,236.6KWH (+ 0.0 KWH) ,140.1KWH (+ 0.0 KWH) ,140.1KWH (+ 0.1 KWH) ,05:07:35 p.m,06,marzo,2020
140.1KWH (+ 0.0 KWH) ,236.7KWH (+ 0.1 KWH) ,140.1KWH (+ 0.0 KWH) ,140.1KWH (+ 0.0 KWH) ,05:12:36 p.m,06,marzo,2020
140.1KWH (+ 0.0 KWH) ,236.7KWH (+ 0.0 KWH) ,140.1KWH (+ 0.0 KWH) ,140.1KWH (+ 0.0 KWH) ,05:17:36 p.m,06,marzo,2020
140.2KWH (+ 0.1 KWH) ,236.7KWH (+ 0.0 KWH) ,140.2KWH (+ 0.1 KWH) ,140.1KWH (+ 0.0 KWH) ,05:22:36 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.7KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,140.1KWH (+ 0.0 KWH) ,05:27:36 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.7KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,140.2KWH (+ 0.1 KWH) ,05:32:37 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.7KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,05:37:37 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.7KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,05:42:37 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.7KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,05:47:38 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.8KWH (+ 0.1 KWH) ,140.2KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,05:52:39 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.8KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,05:57:39 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.8KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,06:02:40 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.8KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,06:07:40 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.8KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,06:12:40 p.m,06,marzo,2020
140.2KWH (+ 0.0 KWH) ,236.8KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,06:17:40 p.m,06,marzo,2020
140.3KWH (+ 0.1 KWH) ,236.8KWH (+ 0.0 KWH) ,140.3KWH (+ 0.1 KWH) ,140.2KWH (+ 0.0 KWH) ,06:22:41 p.m,06,marzo,2020
140.3KWH (+ 0.0 KWH) ,236.8KWH (+ 0.0 KWH) ,140.3KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,06:27:41 p.m,06,marzo,2020
140.3KWH (+ 0.0 KWH) ,236.8KWH (+ 0.0 KWH) ,140.3KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,06:32:42 p.m,06,marzo,2020
140.3KWH (+ 0.0 KWH) ,236.8KWH (+ 0.0 KWH) ,140.3KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,06:37:42 p.m,06,marzo,2020
140.3KWH (+ 0.0 KWH) ,236.9KWH (+ 0.1 KWH) ,140.3KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,06:42:42 p.m,06,marzo,2020
140.3KWH (+ 0.0 KWH) ,236.9KWH (+ 0.0 KWH) ,140.3KWH (+ 0.0 KWH) ,140.2KWH (+ 0.0 KWH) ,06:47:43 p.m,06,marzo,2020
140.4KWH (+ 0.1 KWH) ,236.9KWH (+ 0.0 KWH) ,140.4KWH (+ 0.1 KWH) ,140.2KWH (+ 0.0 KWH) ,06:52:43 p.m,06,marzo,2020
